[2025-03-11 15:01:44.576160] [171420] [debug] init_provider started
[2025-03-11 15:01:44.576477] [171420] [info] Found kernel with version 5.14.0-503
[2025-03-11 15:01:44.576496] [171420] [info] chdir_optimization_enabled config value: true
[2025-03-11 15:01:44.576510] [171420] [info] uprobes_enabled_backported_kernel config value: false
[2025-03-11 15:01:44.576556] [171420] [info] tcp_v6_accept kprobes config value: true
[2025-03-11 15:01:44.576590] [171420] [info] tcp_v6_connect kprobes config value: true
[2025-03-11 15:01:44.576624] [171420] [info] tcp_v4_accept ebpf config value: true
[2025-03-11 15:01:44.576659] [171420] [info] tcp_v4_connect ebpf config value: true
[2025-03-11 15:01:44.576692] [171420] [info] tcp_v6_accept ebpf config value: true
[2025-03-11 15:01:44.576725] [171420] [info] tcp_v6_connect ebpf config value: true
[2025-03-11 15:01:44.576738] [171420] [info] ebpf_allow_missing_caps config value: true
[2025-03-11 15:01:44.576756] [171420] [info] btf_num_candidates config value: 3
[2025-03-11 15:01:44.576804] [171420] [debug] cron monitor: [full path: /var/spool/cron/crontabs, host path: /var/spool/cron/crontabs, path: /var/spool/cron/crontabs] does not exist
[2025-03-11 15:01:44.576919] [171420] [info] cron monitor: initialized
[2025-03-11 15:01:44.576953] [171420] [trace] utmp entry: type=7, pid=1051007, line=pts/0, id=ts/0onecloud-admin, user=onecloud-admin, host=10.51.192.166, tv=(1725120195.511691)
[2025-03-11 15:01:48.853586] [171420] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/file_rename_delete_kern.o, name: file_rename_del, programs (23), maps (18). eBPF programs: [name: do_renameat2_prog, section name: kprobe/do_renameat2, insns: 52, prog_type: kprobe, fd: 106] [name: SyS_renameat2_prog, section name: kprobe/SyS_renameat2, insns: 52, prog_type: kprobe, fd: 107] [name: SyS_renameat_prog, section name: kprobe/SyS_renameat, insns: 52, prog_type: kprobe, fd: 108] [name: SyS_rename_prog, section name: kprobe/SyS_rename, insns: 52, prog_type: kprobe, fd: 109] [name: do_unlinkat_prog, section name: kprobe/do_unlinkat, insns: 42, prog_type: kprobe, fd: 110] [name: filename_parentat_prog, section name: kprobe/filename_parentat, insns: 93, prog_type: kprobe, fd: 111] [name: __filename_parentat_prog, section name: kprobe/__filename_parentat, insns: 93, prog_type: kprobe, fd: 112] [name: user_path_parent_prog, section name: kprobe/user_path_parent, insns: 93, prog_type: kprobe, fd: 113] [name: security_inode_rename_prog, section name: kprobe/security_inode_rename, insns: 542, prog_type: kprobe, fd: 114] [name: security_inode_unlink_prog, section name: kprobe/security_inode_unlink, insns: 342, prog_type: kprobe, fd: 115] [name: stream_truncated_path_telemetry_delete_tail, section name: kprobe/stream_truncated_path_telemetry_delete_tail, insns: 1645, prog_type: kprobe, fd: 116] [name: stream_delete_sample_compat_tail, section name: kprobe/stream_delete_sample_compat_tail, insns: 21, prog_type: kprobe, fd: 117] [name: stream_delete_sample_tail, section name: kprobe/stream_delete_sample_tail, insns: 264, prog_type: kprobe, fd: 118] [name: do_post_walk_path_goto_custom_step_delete_tail, section name: kprobe/do_post_walk_path_goto_custom_step_delete_tail, insns: 87, prog_type: kprobe, fd: 119] [name: do_walk_path_and_advance_delete_tail, section name: kprobe/do_walk_path_and_advance_delete_tail, insns: 1639, prog_type: kprobe, fd: 120] [name: build_rename_to_path_tail, section name: kprobe/build_rename_to_path_tail, insns: 81, prog_type: kprobe, fd: 121] [name: stream_truncated_path_telemetry_rename_tail, section name: kprobe/stream_truncated_path_telemetry_rename_tail, insns: 1645, prog_type: kprobe, fd: 122] [name: stream_rename_sample_compat_tail, section name: kprobe/stream_rename_sample_compat_tail, insns: 21, prog_type: kprobe, fd: 123] [name: stream_rename_sample_tail, section name: kprobe/stream_rename_sample_tail, insns: 507, prog_type: kprobe, fd: 124] [name: do_post_walk_path_goto_custom_step_rename_from_tail, section name: kprobe/do_post_walk_path_goto_custom_step_rename_from_tail, insns: 87, prog_type: kprobe, fd: 125] [name: do_post_walk_path_goto_custom_step_rename_to_tail, section name: kprobe/do_post_walk_path_goto_custom_step_rename_to_tail, insns: 87, prog_type: kprobe, fd: 126] [name: do_walk_path_and_advance_rename_from_tail, section name: kprobe/do_walk_path_and_advance_rename_from_tail, insns: 1639, prog_type: kprobe, fd: 127] [name: do_walk_path_and_advance_rename_to_tail, section name: kprobe/do_walk_path_and_advance_rename_to_tail, insns: 1639, prog_type: kprobe, fd: 128], eBPF maps: [name: events_map, fd: 88, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: file_delete_sample_storage, fd: 89, type: per_cpu, max_entries: 1, key_size: 4, value_size: 4160] [name: dynamic_sample_storage, fd: 90, type: per_cpu, max_entries: 1, key_size: 4, value_size: 8200] [name: file_rename_sample_storage, fd: 91, type: per_cpu, max_entries: 1, key_size: 4, value_size: 8312] [name: rename_to_path, fd: 92, type: per_cpu, max_entries: 1, key_size: 4, value_size: 16] [name: build_abs_path_args_map, fd: 93, type: lru_hash, max_entries: 2048, key_size: 8, value_size: 48] [name: build_abs_path_prog_array, fd: 94, type: prog_array, max_entries: 16, key_size: 4, value_size: 4] [name: ovl_storage_tmp, fd: 95, type: per_cpu, max_entries: 1, key_size: 4, value_size: 864] [name: s1_pex, fd: 97, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 98, type: hash, max_entries: 512, key_size: 4, value_size: 1] [name: unlink_tgids, fd: 96, type: lru_hash, max_entries: 2048, key_size: 4, value_size: 1] [name: unlink_inode_context, fd: 99, type: lru_hash, max_entries: 2048, key_size: 4, value_size: 8] [name: unlink_producer_tgids, fd: 100, type: lru_hash, max_entries: 2048, key_size: 4, value_size: 1] [name: rename_from_tgids, fd: 101, type: lru_hash, max_entries: 1024, key_size: 4, value_size: 1] [name: rename_from_inode_context, fd: 102, type: lru_hash, max_entries: 1024, key_size: 4, value_size: 8] [name: rename_to_tgids, fd: 103, type: lru_hash, max_entries: 1024, key_size: 4, value_size: 1] [name: rename_to_inode_context, fd: 104, type: lru_hash, max_entries: 1024, key_size: 4, value_size: 8] [name: rename_producer_tgids, fd: 105, type: lru_hash, max_entries: 2048, key_size: 4, value_size: 1], eBPF links:
[2025-03-11 15:01:48.853605] [171420] [debug] Run eBPF test for 'file_rename_delete_kern.o', 'ebpf_file_delete', test params: /opt/sentinelone/ebpfs/test_ebpf file_delete --object=/opt/sentinelone/ebpfs/core/file_rename_delete_kern.o --missing-caps
[2025-03-11 15:01:48.854467] [171420] [debug] run_ebpf_test: pid 171450
[2025-03-11 15:01:48.854482] [171420] [debug] Excluding PID 171450
[2025-03-11 15:01:49.854880] [171420] [info] eBPF test for 'file_rename_delete_kern.o', 'ebpf_file_delete' pass successfully
[2025-03-11 15:01:49.854929] [171420] [info] tail_calls pipeline: adding 'index: 3, fd: 116' entry
[2025-03-11 15:01:49.854934] [171420] [info] tail_calls pipeline: adding 'index: 2, fd: 118' entry
[2025-03-11 15:01:49.854936] [171420] [info] tail_calls pipeline: adding 'index: 1, fd: 119' entry
[2025-03-11 15:01:49.854939] [171420] [info] tail_calls pipeline: adding 'index: 0, fd: 120' entry
[2025-03-11 15:01:49.855058] [171420] [debug] Initializing event ebpf_file_delete
[2025-03-11 15:01:49.855062] [171420] [debug] get_supported_ebpf_object: called for 'ebpf_file_delete' type
[2025-03-11 15:01:49.855066] [171420] [debug] perf_ebpf_object::init_hooks: called for ebpf_file_delete
[2025-03-11 15:01:49.874395] [171420] [debug] Creating kprobe for 'security_inode_unlink', using dynamic_pmu approach
[2025-03-11 15:01:49.874400] [171420] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_file_delete'
[2025-03-11 15:01:49.874424] [171420] [debug] adding sample handler for 50008
[2025-03-11 15:01:49.874432] [171420] [info] open_event_hooks: ebpf_file_delete: 1 hooks
[2025-03-11 15:01:49.876975] [171420] [debug] eBPF program fd 115 attached to perf fd 129
[2025-03-11 15:01:49.876988] [171420] [trace] Adding event of type 50008
[2025-03-11 15:01:49.876996] [171420] [trace] Added event fd 129 to main fd 20 (CPU 0)
[2025-03-11 15:01:49.877010] [171420] [info] open_event_hooks: ebpf_file_delete: 1 hooks
[2025-03-11 15:01:49.877023] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50008_security_inode_unlink_enter', creating a dummy fd
[2025-03-11 15:01:49.877025] [171420] [trace] Adding event of type 50008
[2025-03-11 15:01:49.877042] [171420] [debug] Initializing event ebpf_files_helper
[2025-03-11 15:01:49.877047] [171420] [debug] get_supported_ebpf_object: called for 'ebpf_files_helper' type
[2025-03-11 15:01:49.877050] [171420] [debug] perf_ebpf_object::init_hooks: called for ebpf_files_helper
[2025-03-11 15:01:49.897407] [171420] [debug] Creating kprobe for '__filename_parentat', using dynamic_pmu approach
[2025-03-11 15:01:49.916378] [171420] [debug] Creating kprobe for 'do_unlinkat', using dynamic_pmu approach
[2025-03-11 15:01:49.934397] [171420] [debug] Creating kprobe for 'do_renameat2', using dynamic_pmu approach
[2025-03-11 15:01:49.934403] [171420] [info] perf_ebpf_object: initialized 3 hooks for type 'ebpf_files_helper'
[2025-03-11 15:01:49.934422] [171420] [debug] adding sample handler for 20000
[2025-03-11 15:01:49.934426] [171420] [debug] sample handler for 20000 is already exist with 1 handlers
[2025-03-11 15:01:49.934429] [171420] [debug] sample handler for 20000 is already exist with 1 handlers
[2025-03-11 15:01:49.934434] [171420] [info] open_event_hooks: ebpf_files_helper: 3 hooks
[2025-03-11 15:01:49.936445] [171420] [debug] eBPF program fd 112 attached to perf fd 130
[2025-03-11 15:01:49.941355] [171420] [debug] eBPF program fd 110 attached to perf fd 131
[2025-03-11 15:01:49.947098] [171420] [debug] eBPF program fd 106 attached to perf fd 132
[2025-03-11 15:01:49.947110] [171420] [trace] Adding event of type 20000
[2025-03-11 15:01:49.947120] [171420] [trace] Added event fd 130 to main fd 20 (CPU 0)
[2025-03-11 15:01:49.947133] [171420] [trace] Adding event of type 20000
[2025-03-11 15:01:49.947143] [171420] [trace] Added event fd 131 to main fd 20 (CPU 0)
[2025-03-11 15:01:49.947145] [171420] [trace] Adding event of type 20000
[2025-03-11 15:01:49.947148] [171420] [trace] Added event fd 132 to main fd 20 (CPU 0)
[2025-03-11 15:01:49.947161] [171420] [info] open_event_hooks: ebpf_files_helper: 3 hooks
[2025-03-11 15:01:49.947165] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_20000___filename_parentat_enter', creating a dummy fd
[2025-03-11 15:01:49.947169] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_20000_do_unlinkat_enter', creating a dummy fd
[2025-03-11 15:01:49.947177] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_20000_do_renameat2_enter', creating a dummy fd
[2025-03-11 15:01:49.947178] [171420] [trace] Adding event of type 20000
[2025-03-11 15:01:49.947183] [171420] [trace] Adding event of type 20000
[2025-03-11 15:01:49.947184] [171420] [trace] Adding event of type 20000
[2025-03-11 15:01:49.947197] [171420] [debug] Initializing event file_move
[2025-03-11 15:01:49.947205] [171420] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:01:49.947215] [171420] [debug] init_ebpf_object: 'file_rename_delete' is already loaded, using same eBPF object
[2025-03-11 15:01:49.947236] [171420] [debug] Run eBPF test for 'file_rename_delete_kern.o', 'ebpf_file_rename', test params: /opt/sentinelone/ebpfs/test_ebpf file_rename --object=/opt/sentinelone/ebpfs/core/file_rename_delete_kern.o --missing-caps
[2025-03-11 15:01:49.948350] [171420] [debug] run_ebpf_test: pid 171452
[2025-03-11 15:01:49.948372] [171420] [debug] Excluding PID 171452
[2025-03-11 15:01:50.948776] [171420] [info] eBPF test for 'file_rename_delete_kern.o', 'ebpf_file_rename' pass successfully
[2025-03-11 15:01:50.948821] [171420] [info] tail_calls pipeline: adding 'index: 10, fd: 122' entry
[2025-03-11 15:01:50.948826] [171420] [info] tail_calls pipeline: adding 'index: 9, fd: 124' entry
[2025-03-11 15:01:50.948829] [171420] [info] tail_calls pipeline: adding 'index: 8, fd: 126' entry
[2025-03-11 15:01:50.948832] [171420] [info] tail_calls pipeline: adding 'index: 7, fd: 128' entry
[2025-03-11 15:01:50.948836] [171420] [info] tail_calls pipeline: adding 'index: 6, fd: 121' entry
[2025-03-11 15:01:50.948840] [171420] [info] tail_calls pipeline: adding 'index: 5, fd: 125' entry
[2025-03-11 15:01:50.948844] [171420] [info] tail_calls pipeline: adding 'index: 4, fd: 127' entry
[2025-03-11 15:01:50.948990] [171420] [debug] Initializing event ebpf_file_rename
[2025-03-11 15:01:50.948994] [171420] [debug] get_supported_ebpf_object: called for 'ebpf_file_rename' type
[2025-03-11 15:01:50.948998] [171420] [debug] perf_ebpf_object::init_hooks: called for ebpf_file_rename
[2025-03-11 15:01:50.968391] [171420] [debug] Creating kprobe for 'security_inode_rename', using dynamic_pmu approach
[2025-03-11 15:01:50.968395] [171420] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_file_rename'
[2025-03-11 15:01:50.968413] [171420] [debug] adding sample handler for 50009
[2025-03-11 15:01:50.968421] [171420] [info] open_event_hooks: ebpf_file_rename: 1 hooks
[2025-03-11 15:01:50.970337] [171420] [debug] eBPF program fd 114 attached to perf fd 133
[2025-03-11 15:01:50.970346] [171420] [trace] Adding event of type 50009
[2025-03-11 15:01:50.970351] [171420] [trace] Added event fd 133 to main fd 20 (CPU 0)
[2025-03-11 15:01:50.970363] [171420] [info] open_event_hooks: ebpf_file_rename: 1 hooks
[2025-03-11 15:01:50.970370] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50009_security_inode_rename_enter', creating a dummy fd
[2025-03-11 15:01:50.970372] [171420] [trace] Adding event of type 50009
[2025-03-11 15:01:50.970385] [171420] [debug] event_init_no_handler: ebpf_files_helper is already installed
[2025-03-11 15:01:50.970397] [171420] [debug] Initializing event file_chmod
[2025-03-11 15:01:50.970407] [171420] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:01:50.970494] [171420] [debug] available_versions: core,5.11.0-16
[2025-03-11 15:01:50.970500] [171420] [debug] init_ebpf_object: checking version 'core' for 'file_chmod' eBPF
[2025-03-11 15:01:51.002634] [171420] [debug] hook_ebpf: section name: kprobe/chmod_common, tracefs hook name: s1_50010_chmod_common_enter, ebpf_type: 50010, skip: false, event buffer type: perf
[2025-03-11 15:01:51.011134] [171420] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_truncated_path_telemetry_tail: make_kprobe_traceable_section_name: failed, can't trace stream_truncated_path_telemetry_tail, skipping it
[2025-03-11 15:01:51.019005] [171420] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_chmod_sample_compat_tail: make_kprobe_traceable_section_name: failed, can't trace stream_chmod_sample_compat_tail, skipping it
[2025-03-11 15:01:51.025635] [171420] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_chmod_sample_tail: make_kprobe_traceable_section_name: failed, can't trace stream_chmod_sample_tail, skipping it
[2025-03-11 15:01:51.032971] [171420] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/do_post_walk_path_goto_custom_step_tail: make_kprobe_traceable_section_name: failed, can't trace do_post_walk_path_goto_custom_step_tail, skipping it
[2025-03-11 15:01:51.039556] [171420] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/do_walk_path_and_advance_tail: make_kprobe_traceable_section_name: failed, can't trace do_walk_path_and_advance_tail, skipping it
[2025-03-11 15:01:51.039578] [171420] [debug] hook_ebpf: section name: tracepoint/syscalls/sys_enter_chmod, tracefs hook name: sys_enter_chmod, ebpf_type: 20002, skip: false, event buffer type: perf
[2025-03-11 15:01:51.039607] [171420] [debug] hook_ebpf: section name: tracepoint/syscalls/sys_enter_fchmod, tracefs hook name: sys_enter_fchmod, ebpf_type: 20002, skip: false, event buffer type: perf
[2025-03-11 15:01:51.039618] [171420] [debug] hook_ebpf: section name: tracepoint/syscalls/sys_enter_fchmodat, tracefs hook name: sys_enter_fchmodat, ebpf_type: 20002, skip: false, event buffer type: perf
[2025-03-11 15:01:51.039671] [171420] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/file_chmod_kern.o, name: file_chmod_kern, programs (9), maps (8). eBPF programs: [name: chmod_common_prog, section name: kprobe/chmod_common, insns: 289, prog_type: kprobe, fd: 141] [name: stream_truncated_path_telemetry_tail, section name: kprobe/stream_truncated_path_telemetry_tail, insns: 1645, prog_type: kprobe, fd: 144] [name: stream_chmod_sample_compat_tail, section name: kprobe/stream_chmod_sample_compat_tail, insns: 19, prog_type: kprobe, fd: 145] [name: stream_chmod_sample_tail, section name: kprobe/stream_chmod_sample_tail, insns: 299, prog_type: kprobe, fd: 146] [name: do_post_walk_path_goto_custom_step_tail, section name: kprobe/do_post_walk_path_goto_custom_step_tail, insns: 87, prog_type: kprobe, fd: 147] [name: do_walk_path_and_advance_tail, section name: kprobe/do_walk_path_and_advance_tail, insns: 1639, prog_type: kprobe, fd: 148] [name: sys_enter_chmod_prog, section name: tracepoint/syscalls/sys_enter_chmod, insns: 33, prog_type: tracepoint, fd: 149] [name: sys_enter_fchmod_prog, section name: tracepoint/syscalls/sys_enter_fchmod, insns: 33, prog_type: tracepoint, fd: 150] [name: sys_enter_fchmodat_prog, section name: tracepoint/syscalls/sys_enter_fchmodat, insns: 33, prog_type: tracepoint, fd: 151], eBPF maps: [name: file_chmod_sample_storage, fd: 135, type: per_cpu, max_entries: 1, key_size: 4, value_size: 4168] [name: chmod_tgid_to_mode, fd: 136, type: lru_hash, max_entries: 2048, key_size: 4, value_size: 2] [name: events_map, fd: 137, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: dynamic_file_chmod_sample_storage, fd: 138, type: per_cpu, max_entries: 1, key_size: 4, value_size: 8200] [name: build_abs_path_args_map, fd: 139, type: lru_hash, max_entries: 2048, key_size: 8, value_size: 48] [name: build_abs_path_prog_array, fd: 140, type: prog_array, max_entries: 16, key_size: 4, value_size: 4] [name: s1_pex, fd: 142, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 143, type: hash, max_entries: 512, key_size: 4, value_size: 1], eBPF links:
[2025-03-11 15:01:51.039692] [171420] [debug] Run eBPF test for 'file_chmod_kern.o', 'ebpf_file_chmod', test params: /opt/sentinelone/ebpfs/test_ebpf file_chmod --object=/opt/sentinelone/ebpfs/core/file_chmod_kern.o --missing-caps
[2025-03-11 15:01:51.040658] [171420] [debug] run_ebpf_test: pid 171454
[2025-03-11 15:01:51.040680] [171420] [debug] Excluding PID 171454
[2025-03-11 15:01:52.041382] [171420] [info] eBPF test for 'file_chmod_kern.o', 'ebpf_file_chmod' pass successfully
[2025-03-11 15:01:52.041433] [171420] [info] tail_calls pipeline: adding 'index: 3, fd: 144' entry
[2025-03-11 15:01:52.041439] [171420] [info] tail_calls pipeline: adding 'index: 2, fd: 146' entry
[2025-03-11 15:01:52.041443] [171420] [info] tail_calls pipeline: adding 'index: 1, fd: 147' entry
[2025-03-11 15:01:52.041450] [171420] [info] tail_calls pipeline: adding 'index: 0, fd: 148' entry
[2025-03-11 15:01:52.041531] [171420] [debug] Initializing event ebpf_file_chmod
[2025-03-11 15:01:52.041538] [171420] [debug] get_supported_ebpf_object: called for 'ebpf_file_chmod' type
[2025-03-11 15:01:52.041545] [171420] [debug] perf_ebpf_object::init_hooks: called for ebpf_file_chmod
[2025-03-11 15:01:52.069392] [171420] [debug] Creating kprobe for 'chmod_common', using dynamic_pmu approach
[2025-03-11 15:01:52.069396] [171420] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_file_chmod'
[2025-03-11 15:01:52.069419] [171420] [debug] adding sample handler for 50010
[2025-03-11 15:01:52.069431] [171420] [info] open_event_hooks: ebpf_file_chmod: 1 hooks
[2025-03-11 15:01:52.071324] [171420] [debug] eBPF program fd 141 attached to perf fd 152
[2025-03-11 15:01:52.071333] [171420] [trace] Adding event of type 50010
[2025-03-11 15:01:52.071338] [171420] [trace] Added event fd 152 to main fd 20 (CPU 0)
[2025-03-11 15:01:52.071351] [171420] [info] open_event_hooks: ebpf_file_chmod: 1 hooks
[2025-03-11 15:01:52.071355] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50010_chmod_common_enter', creating a dummy fd
[2025-03-11 15:01:52.071364] [171420] [trace] Adding event of type 50010
[2025-03-11 15:01:52.071396] [171420] [debug] Initializing event ebpf_file_chmod_helper
[2025-03-11 15:01:52.071403] [171420] [debug] get_supported_ebpf_object: called for 'ebpf_file_chmod_helper' type
[2025-03-11 15:01:52.071407] [171420] [debug] perf_ebpf_object::init_hooks: called for ebpf_file_chmod_helper
[2025-03-11 15:01:52.071431] [171420] [info] perf_ebpf_object: initialized 3 hooks for type 'ebpf_file_chmod_helper'
[2025-03-11 15:01:52.071439] [171420] [debug] adding sample handler for 20002
[2025-03-11 15:01:52.071445] [171420] [debug] sample handler for 20002 is already exist with 1 handlers
[2025-03-11 15:01:52.071447] [171420] [debug] sample handler for 20002 is already exist with 1 handlers
[2025-03-11 15:01:52.071450] [171420] [info] open_event_hooks: ebpf_file_chmod_helper: 3 hooks
[2025-03-11 15:01:52.071481] [171420] [trace] raw id string: 714
[2025-03-11 15:01:52.071719] [171420] [debug] eBPF program fd 151 attached to perf fd 153
[2025-03-11 15:01:52.071729] [171420] [trace] raw id string: 718
[2025-03-11 15:01:52.071754] [171420] [debug] eBPF program fd 150 attached to perf fd 154
[2025-03-11 15:01:52.071762] [171420] [trace] raw id string: 712
[2025-03-11 15:01:52.071792] [171420] [debug] eBPF program fd 149 attached to perf fd 155
[2025-03-11 15:01:52.071795] [171420] [trace] Adding event of type 20002
[2025-03-11 15:01:52.071798] [171420] [trace] Added event fd 153 to main fd 20 (CPU 0)
[2025-03-11 15:01:52.071800] [171420] [trace] Adding event of type 20002
[2025-03-11 15:01:52.071807] [171420] [trace] Added event fd 154 to main fd 20 (CPU 0)
[2025-03-11 15:01:52.071808] [171420] [trace] Adding event of type 20002
[2025-03-11 15:01:52.071815] [171420] [trace] Added event fd 155 to main fd 20 (CPU 0)
[2025-03-11 15:01:52.071822] [171420] [info] open_event_hooks: ebpf_file_chmod_helper: 3 hooks
[2025-03-11 15:01:52.071824] [171420] [debug] hook_ebpf: handling cpu id 1 for 'sys_enter_fchmodat', creating a dummy fd
[2025-03-11 15:01:52.071826] [171420] [debug] hook_ebpf: handling cpu id 1 for 'sys_enter_fchmod', creating a dummy fd
[2025-03-11 15:01:52.071886] [171420] [debug] hook_ebpf: handling cpu id 1 for 'sys_enter_chmod', creating a dummy fd
[2025-03-11 15:01:52.071896] [171420] [trace] Adding event of type 20002
[2025-03-11 15:01:52.071903] [171420] [trace] Adding event of type 20002
[2025-03-11 15:01:52.071905] [171420] [trace] Adding event of type 20002
[2025-03-11 15:01:52.071929] [171420] [info] Skipping disabled 'file_chown' event
[2025-03-11 15:01:52.071931] [171420] [info] Skipping disabled 'file_chattr' event
[2025-03-11 15:01:52.071937] [171420] [debug] Initializing event dns_udp
[2025-03-11 15:01:52.071948] [171420] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
